id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,description
106,images/kitchen/19_segmented_sun_aoowxyylbnalpvvx.jpg,"[[805, 56], [726, 74], [726, 140], [741, 142], [760, 106], [772, 107], [782, 128], [805, 123]]",cabinet door,0.452,"[[0, 334], [1024, 334], [1024, 768], [0, 768]]",above,1.089,86.0,79.0,"{""above"": null, ""below"": null, ""left"": 103, ""right"": 114, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 106, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 1.089. Moreover, the order relation between this container and the others is: to the left of it there is the container id 103, to the right of it there is the container id 114."
107,images/kitchen/19_segmented_sun_aoowxyylbnalpvvx.jpg,"[[553, 365], [551, 499], [578, 515], [579, 369]]",cabinet door,0.485,"[[0, 334], [1024, 334], [1024, 768], [0, 768]]",below,5.357,150.0,28.0,"{""above"": null, ""below"": null, ""left"": 100, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""dishwasher"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 107, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 5.357. Moreover, the order relation between this container and the others is: to the left of it there is the container id 100. Also, here is the order relation between this container and the anchors in the kitchen: to the right of it there is a dishwasher."
108,images/kitchen/19_segmented_sun_aoowxyylbnalpvvx.jpg,"[[399, 417], [310, 426], [321, 541], [405, 523]]",cabinet door,0.441,"[[0, 334], [1024, 334], [1024, 768], [0, 768]]",below,1.305,124.0,95.0,"{""above"": 115, ""below"": null, ""left"": 111, ""right"": 113, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 108, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 1.305. Moreover, the order relation between this container and the others is: above it there is the container id 115, to the left of it there is the container id 111, to the right of it there is the container id 113."
109,images/kitchen/19_segmented_sun_aoowxyylbnalpvvx.jpg,"[[858, 277], [830, 663], [942, 732], [982, 284]]",cabinet door,0.429,"[[0, 334], [1024, 334], [1024, 768], [0, 768]]",below,2.993,455.0,152.0,"{""above"": 104, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""refrigerator"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 109, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 2.993. Moreover, the order relation between this container and the others is: above it there is the container id 104. Also, here is the order relation between this container and the anchors in the kitchen: to the left of it there is a refrigerator."
110,images/kitchen/19_segmented_sun_aoowxyylbnalpvvx.jpg,"[[462, 107], [447, 116], [451, 255], [515, 256], [517, 112]]",cabinet door,0.438,"[[0, 334], [1024, 334], [1024, 768], [0, 768]]",above,2.129,149.0,70.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 98, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 110, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 2.129. Moreover, the order relation between this container and the others is: to the right of it there is the container id 98."
111,images/kitchen/19_segmented_sun_aoowxyylbnalpvvx.jpg,"[[241, 390], [235, 401], [274, 447], [262, 470], [312, 545], [298, 386]]",cabinet door,0.321,"[[0, 334], [1024, 334], [1024, 768], [0, 768]]",below,2.065,159.0,77.0,"{""above"": null, ""below"": 116, ""left"": null, ""right"": 108, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""dish"", ""below"": null, ""left"": ""dish drying rack"", ""right"": null, ""top_left"": null, ""top_right"": ""microwave"", ""bottom_left"": null, ""bottom_right"": null}","Container id 111, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 2.065. Moreover, the order relation between this container and the others is: below it there is the container id 116, to the right of it there is the container id 108. Also, here is the order relation between this container and the anchors in the kitchen: above it there is a dish, to the left of it there is a dish drying rack, at the top-right of it there is a microwave."
112,images/kitchen/19_segmented_sun_aoowxyylbnalpvvx.jpg,"[[462, 426]]",drawer,0.399,"[[0, 334], [1024, 334], [1024, 768], [0, 768]]",below,0.0,0.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 112, is a ""drawer"", it is below the countertop, and the ratio between its height and width is 0.0."
113,images/kitchen/19_segmented_sun_aoowxyylbnalpvvx.jpg,"[[487, 369], [304, 388], [318, 541], [429, 521], [407, 413], [477, 425], [480, 509], [437, 517], [488, 510]]",cabinet door,0.441,"[[0, 334], [1024, 334], [1024, 768], [0, 768]]",below,0.935,172.0,184.0,"{""above"": 115, ""below"": null, ""left"": 108, ""right"": 105, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""microwave"", ""below"": null, ""left"": ""dish drying rack"", ""right"": null, ""top_left"": ""dish"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 113, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 0.935. Moreover, the order relation between this container and the others is: above it there is the container id 115, to the left of it there is the container id 108, to the right of it there is the container id 105. Also, here is the order relation between this container and the anchors in the kitchen: above it there is a microwave, to the left of it there is a dish drying rack, at the top-left of it there is a dish."
114,images/kitchen/19_segmented_sun_aoowxyylbnalpvvx.jpg,"[[853, 41], [809, 54], [809, 124], [852, 117]]",drawer,0.375,"[[0, 334], [1024, 334], [1024, 768], [0, 768]]",above,1.886,83.0,44.0,"{""above"": null, ""below"": null, ""left"": 106, ""right"": 104, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 114, is a ""drawer"", it is above the countertop, and the ratio between its height and width is 1.886. Moreover, the order relation between this container and the others is: to the left of it there is the container id 106, to the right of it there is the container id 104."
115,images/kitchen/19_segmented_sun_aoowxyylbnalpvvx.jpg,"[[485, 373], [308, 388], [307, 414], [484, 399]]",cabinet door,0.305,"[[0, 334], [1024, 334], [1024, 768], [0, 768]]",below,0.23,41.0,178.0,"{""above"": null, ""below"": 108, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 111, ""bottom_right"": 105}","{""above"": ""microwave"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""dish"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 115, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 0.23. Moreover, the order relation between this container and the others is: below it there is the container id 108, at the bottom-left of it there is the container id 111, at the bottom-right of it there is the container id 105. Also, here is the order relation between this container and the anchors in the kitchen: above it there is a microwave, at the top-left of it there is a dish."
116,images/kitchen/19_segmented_sun_aoowxyylbnalpvvx.jpg,"[[285, 509], [285, 510], [286, 510], [286, 509]]",cabinet door,0.319,"[[0, 334], [1024, 334], [1024, 768], [0, 768]]",below,1.0,1.0,1.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 116, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 1.0."
117,images/kitchen/7_segmented_sun_assnorkngbdgtnym.jpg,"[[678, 1095], [678, 1096]]",cabinet door,0.57,"[[0, 366], [1200, 366], [1200, 1600], [0, 1600]]",below,inf,1.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 117, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is inf."
118,images/kitchen/7_segmented_sun_assnorkngbdgtnym.jpg,"[[689, 784], [676, 1120], [1053, 1256], [1126, 907]]",drawer,0.547,"[[0, 366], [1200, 366], [1200, 1600], [0, 1600]]",below,1.049,472.0,450.0,"{""above"": null, ""below"": null, ""left"": 119, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 118, is a ""drawer"", it is below the countertop, and the ratio between its height and width is 1.049. Moreover, the order relation between this container and the others is: to the left of it there is the container id 119."
119,images/kitchen/7_segmented_sun_assnorkngbdgtnym.jpg,"[[692, 637], [298, 773], [306, 913], [686, 757]]",cabinet door,0.534,"[[0, 366], [1200, 366], [1200, 1600], [0, 1600]]",below,0.701,276.0,394.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 118}","{""above"": null, ""below"": null, ""left"": ""sink"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 119, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 0.701. Moreover, the order relation between this container and the others is: at the bottom-right of it there is the container id 118. Also, here is the order relation between this container and the anchors in the kitchen: to the left of it there is a sink."
120,images/kitchen/7_segmented_sun_assnorkngbdgtnym.jpg,"[[150, 0], [166, 168], [516, 174], [518, 0]]",cabinet door,0.543,"[[0, 366], [1200, 366], [1200, 1600], [0, 1600]]",above,0.473,174.0,368.0,"{""above"": null, ""below"": null, ""left"": 123, ""right"": 122, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 120, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 0.473. Moreover, the order relation between this container and the others is: to the left of it there is the container id 123, to the right of it there is the container id 122."
121,images/kitchen/7_segmented_sun_assnorkngbdgtnym.jpg,"[[896, 130], [894, 148], [896, 150], [900, 147], [900, 145], [897, 142], [898, 133]]",cabinet door,0.443,"[[0, 366], [1200, 366], [1200, 1600], [0, 1600]]",above,3.333,20.0,6.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 121, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 3.333."
122,images/kitchen/7_segmented_sun_assnorkngbdgtnym.jpg,"[[526, 0], [527, 175], [902, 201], [922, 0]]",cabinet door,0.447,"[[0, 366], [1200, 366], [1200, 1600], [0, 1600]]",above,0.508,201.0,396.0,"{""above"": null, ""below"": null, ""left"": 120, ""right"": 121, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 122, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 0.508. Moreover, the order relation between this container and the others is: to the left of it there is the container id 120, to the right of it there is the container id 121."
123,images/kitchen/7_segmented_sun_assnorkngbdgtnym.jpg,"[[111, 0], [0, 0], [0, 223], [120, 176]]",cabinet door,0.309,"[[0, 366], [1200, 366], [1200, 1600], [0, 1600]]",above,1.858,223.0,120.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 120, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 123, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 1.858. Moreover, the order relation between this container and the others is: to the right of it there is the container id 120."
124,images/kitchen/11_segmented_sun_avznsgomtoxmtquf.jpg,"[[77, 34], [56, 35], [57, 78], [79, 77]]",cabinet door,0.464,,,1.913,44.0,23.0,"{""above"": null, ""below"": null, ""left"": 130, ""right"": 126, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""coffee machine"", ""bottom_right"": null}","Container id 124, is a ""cabinet door"", it is nan the countertop, and the ratio between its height and width is 1.913. Moreover, the order relation between this container and the others is: to the left of it there is the container id 130, to the right of it there is the container id 126. Also, here is the order relation between this container and the anchors in the kitchen: below it there is a microwave, at the bottom-left of it there is a coffee machine."
125,images/kitchen/11_segmented_sun_avznsgomtoxmtquf.jpg,"[[18, 34], [18, 59], [37, 59], [37, 34]]",cabinet door,0.433,,,1.316,25.0,19.0,"{""above"": null, ""below"": null, ""left"": 127, ""right"": 130, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 125, is a ""cabinet door"", it is nan the countertop, and the ratio between its height and width is 1.316. Moreover, the order relation between this container and the others is: to the left of it there is the container id 127, to the right of it there is the container id 130."
126,images/kitchen/11_segmented_sun_avznsgomtoxmtquf.jpg,"[[81, 34], [82, 78], [93, 78], [93, 36]]",cabinet door,0.371,,,3.667,44.0,12.0,"{""above"": null, ""below"": null, ""left"": 124, ""right"": null, ""top_left"": null, ""top_right"": 131, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""microwave"", ""bottom_right"": null}","Container id 126, is a ""cabinet door"", it is nan the countertop, and the ratio between its height and width is 3.667. Moreover, the order relation between this container and the others is: to the left of it there is the container id 124, at the top-right of it there is the container id 131. Also, here is the order relation between this container and the anchors in the kitchen: at the bottom-left of it there is a microwave."
127,images/kitchen/11_segmented_sun_avznsgomtoxmtquf.jpg,"[[1, 33], [0, 59], [16, 59], [16, 34]]",cabinet door,0.436,,,1.625,26.0,16.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 125, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 127, is a ""cabinet door"", it is nan the countertop, and the ratio between its height and width is 1.625. Moreover, the order relation between this container and the others is: to the right of it there is the container id 125."
128,images/kitchen/11_segmented_sun_avznsgomtoxmtquf.jpg,"[[112, 32], [112, 57], [128, 57], [128, 31]]",cabinet door,0.418,,,1.625,26.0,16.0,"{""above"": null, ""below"": null, ""left"": 131, ""right"": 134, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 128, is a ""cabinet door"", it is nan the countertop, and the ratio between its height and width is 1.625. Moreover, the order relation between this container and the others is: to the left of it there is the container id 131, to the right of it there is the container id 134."
129,images/kitchen/11_segmented_sun_avznsgomtoxmtquf.jpg,"[[52, 128], [34, 131], [36, 166], [54, 162]]",cabinet door,0.348,,,1.9,38.0,20.0,"{""above"": null, ""below"": null, ""left"": 133, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""coffee machine"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 129, is a ""cabinet door"", it is nan the countertop, and the ratio between its height and width is 1.9. Moreover, the order relation between this container and the others is: to the left of it there is the container id 133. Also, here is the order relation between this container and the anchors in the kitchen: above it there is a coffee machine."
130,images/kitchen/11_segmented_sun_avznsgomtoxmtquf.jpg,"[[40, 34], [40, 79], [54, 78], [54, 35]]",cabinet door,0.44,,,3.214,45.0,14.0,"{""above"": null, ""below"": null, ""left"": 125, ""right"": 124, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""coffee machine"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""microwave""}","Container id 130, is a ""cabinet door"", it is nan the countertop, and the ratio between its height and width is 3.214. Moreover, the order relation between this container and the others is: to the left of it there is the container id 125, to the right of it there is the container id 124. Also, here is the order relation between this container and the anchors in the kitchen: below it there is a coffee machine, at the bottom-right of it there is a microwave."
131,images/kitchen/11_segmented_sun_avznsgomtoxmtquf.jpg,"[[94, 33], [95, 57], [110, 57], [110, 32]]",cabinet door,0.394,,,1.562,25.0,16.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 128, ""top_left"": null, ""top_right"": null, ""bottom_left"": 126, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 131, is a ""cabinet door"", it is nan the countertop, and the ratio between its height and width is 1.562. Moreover, the order relation between this container and the others is: to the right of it there is the container id 128, at the bottom-left of it there is the container id 126."
132,images/kitchen/11_segmented_sun_avznsgomtoxmtquf.jpg,"[[153, 29], [130, 32], [132, 79], [137, 78], [138, 63], [154, 62]]",cabinet door,0.359,,,2.083,50.0,24.0,"{""above"": 134, ""below"": null, ""left"": 128, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 132, is a ""cabinet door"", it is nan the countertop, and the ratio between its height and width is 2.083. Moreover, the order relation between this container and the others is: above it there is the container id 134, to the left of it there is the container id 128."
133,images/kitchen/11_segmented_sun_avznsgomtoxmtquf.jpg,"[[31, 131], [11, 134], [13, 152], [31, 156]]",cabinet door,0.306,,,1.25,25.0,20.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 129, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 133, is a ""cabinet door"", it is nan the countertop, and the ratio between its height and width is 1.25. Moreover, the order relation between this container and the others is: to the right of it there is the container id 129."
134,images/kitchen/11_segmented_sun_avznsgomtoxmtquf.jpg,"[[153, 29], [130, 32], [131, 62], [154, 62]]",cabinet door,0.303,,,1.375,33.0,24.0,"{""above"": null, ""below"": 132, ""left"": 128, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 134, is a ""cabinet door"", it is nan the countertop, and the ratio between its height and width is 1.375. Moreover, the order relation between this container and the others is: below it there is the container id 132, to the left of it there is the container id 128."
135,images/kitchen/20_segmented_sun_aoyncrjozyxieqqg.jpg,"[[161, 101], [142, 105], [143, 186], [162, 185]]",cabinet door,0.431,"[[0, 244], [377, 244], [377, 512], [0, 512]]",above,4.25,85.0,20.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 136, ""top_left"": 141, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""refrigerator"", ""bottom_right"": null}","Container id 135, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 4.25. Moreover, the order relation between this container and the others is: to the right of it there is the container id 136, at the top-left of it there is the container id 141. Also, here is the order relation between this container and the anchors in the kitchen: at the bottom-left of it there is a refrigerator."
136,images/kitchen/20_segmented_sun_aoyncrjozyxieqqg.jpg,"[[189, 95], [166, 100], [168, 188], [189, 188]]",cabinet door,0.436,"[[0, 244], [377, 244], [377, 512], [0, 512]]",above,4.043,93.0,23.0,"{""above"": null, ""below"": null, ""left"": 135, ""right"": 139, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""refrigerator"", ""bottom_right"": null}","Container id 136, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 4.043. Moreover, the order relation between this container and the others is: to the left of it there is the container id 135, to the right of it there is the container id 139. Also, here is the order relation between this container and the anchors in the kitchen: at the bottom-left of it there is a refrigerator."
137,images/kitchen/20_segmented_sun_aoyncrjozyxieqqg.jpg,"[[258, 314], [255, 401], [297, 420], [300, 325]]",cabinet door,0.397,"[[0, 244], [377, 244], [377, 512], [0, 512]]",below,2.356,106.0,45.0,"{""above"": 151, ""below"": null, ""left"": 150, ""right"": 142, ""top_left"": 148, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""oven"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 137, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 2.356. Moreover, the order relation between this container and the others is: above it there is the container id 151, to the left of it there is the container id 150, to the right of it there is the container id 142, at the top-left of it there is the container id 148. Also, here is the order relation between this container and the anchors in the kitchen: to the left of it there is a oven."
138,images/kitchen/20_segmented_sun_aoyncrjozyxieqqg.jpg,"[[112, 271], [112, 334], [129, 340], [129, 275]]",cabinet door,0.429,"[[0, 244], [377, 244], [377, 512], [0, 512]]",below,4.059,69.0,17.0,"{""above"": 153, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 144}","{""above"": ""refrigerator"", ""below"": null, ""left"": null, ""right"": ""oven"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 138, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 4.059. Moreover, the order relation between this container and the others is: above it there is the container id 153, at the bottom-right of it there is the container id 144. Also, here is the order relation between this container and the anchors in the kitchen: above it there is a refrigerator, to the right of it there is a oven."
139,images/kitchen/20_segmented_sun_aoyncrjozyxieqqg.jpg,"[[225, 88], [196, 95], [198, 189], [225, 189]]",cabinet door,0.4,"[[0, 244], [377, 244], [377, 512], [0, 512]]",above,3.483,101.0,29.0,"{""above"": null, ""below"": null, ""left"": 136, ""right"": 149, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""refrigerator"", ""bottom_right"": null}","Container id 139, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 3.483. Moreover, the order relation between this container and the others is: to the left of it there is the container id 136, to the right of it there is the container id 149. Also, here is the order relation between this container and the anchors in the kitchen: at the bottom-left of it there is a refrigerator."
140,images/kitchen/20_segmented_sun_aoyncrjozyxieqqg.jpg,"[[215, 301], [211, 380], [246, 396], [249, 312]]",cabinet door,0.405,"[[0, 244], [377, 244], [377, 512], [0, 512]]",below,2.5,95.0,38.0,"{""above"": 147, ""below"": null, ""left"": null, ""right"": 150, ""top_left"": null, ""top_right"": 152, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""oven"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 140, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 2.5. Moreover, the order relation between this container and the others is: above it there is the container id 147, to the right of it there is the container id 150, at the top-right of it there is the container id 152. Also, here is the order relation between this container and the anchors in the kitchen: to the left of it there is a oven."
141,images/kitchen/20_segmented_sun_aoyncrjozyxieqqg.jpg,"[[138, 105], [116, 109], [116, 144], [138, 143]]",cabinet door,0.422,"[[0, 244], [377, 244], [377, 512], [0, 512]]",above,1.773,39.0,22.0,"{""above"": null, ""below"": null, ""left"": 145, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 135}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 141, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 1.773. Moreover, the order relation between this container and the others is: to the left of it there is the container id 145, at the bottom-right of it there is the container id 135."
142,images/kitchen/20_segmented_sun_aoyncrjozyxieqqg.jpg,"[[312, 336], [310, 426], [375, 444], [375, 363]]",cabinet door,0.361,"[[0, 244], [377, 244], [377, 512], [0, 512]]",below,1.662,108.0,65.0,"{""above"": null, ""below"": null, ""left"": 137, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 142, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 1.662. Moreover, the order relation between this container and the others is: to the left of it there is the container id 137."
143,images/kitchen/20_segmented_sun_aoyncrjozyxieqqg.jpg,"[[313, 333], [314, 333]]",cabinet door,0.433,"[[0, 244], [377, 244], [377, 512], [0, 512]]",below,0.0,0.0,1.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 143, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 0.0."
144,images/kitchen/20_segmented_sun_aoyncrjozyxieqqg.jpg,"[[131, 277], [131, 340], [136, 349], [154, 356], [154, 282]]",cabinet door,0.399,"[[0, 244], [377, 244], [377, 512], [0, 512]]",below,3.435,79.0,23.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": 138, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""oven"", ""top_left"": ""refrigerator"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 144, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 3.435. Moreover, the order relation between this container and the others is: at the top-left of it there is the container id 138. Also, here is the order relation between this container and the anchors in the kitchen: to the right of it there is a oven, at the top-left of it there is a refrigerator."
