id,short_id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,distance_from_anchors,angle_from_anchors,similar_neighbors,updated_label,most_close_to_anchors,description
3099,1,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[2331, 2836], [2329, 2840], [2329, 2855], [2331, 2859], [2334, 2854], [2334, 2840]]",cabinet door,0.46,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,4.6,23.0,5.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.3316, 'oven': 0.322, 'electronic kettle': 0.3247, 'stove': 0.3431}","{'sink': 214.6, 'oven': 220.01, 'electronic kettle': 212.11, 'stove': 223.23}",[],cabinet door,{},Container 1: cabinet door below the countertop
3100,2,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[2331, 2787], [2331, 2791]]",cabinet door,0.394,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,inf,4.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.3253, 'oven': 0.3149, 'electronic kettle': 0.3188, 'stove': 0.3355}","{'sink': 212.99, 'oven': 218.47, 'electronic kettle': 210.43, 'stove': 221.85}",[],cabinet door,{},Container 2: cabinet door below the countertop
3101,3,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[2173, 2759], [2170, 2766], [2172, 2773], [2194, 2781], [2197, 2775], [2196, 2770]]",drawer,0.346,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,0.815,22.0,27.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.3001, 'oven': 0.2912, 'electronic kettle': 0.2931, 'stove': 0.3127}","{'sink': 215.35, 'oven': 221.37, 'electronic kettle': 212.62, 'stove': 224.81}",[],drawer,{},Container 3: drawer below the countertop
3102,4,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[2331, 2731], [2329, 2733], [2329, 2740], [2331, 2743], [2334, 2739], [2333, 2737], [2333, 2734]]",cabinet door,0.375,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,2.4,12.0,5.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.3201, 'oven': 0.3089, 'electronic kettle': 0.314, 'stove': 0.329}","{'sink': 211.49, 'oven': 217.02, 'electronic kettle': 208.85, 'stove': 220.55}",[],cabinet door,{},Container 4: cabinet door below the countertop
3103,5,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[1750, 2180], [1762, 2903], [2135, 2905], [2144, 2703], [2218, 2772], [2164, 2858], [2296, 2904], [2346, 2502]]",cabinet door,0.394,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,1.216,725.0,596.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 3102, ""top_left"": 3109, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 3101}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.2814, 'oven': 0.2726, 'electronic kettle': 0.2743, 'stove': 0.2943}","{'sink': 215.46, 'oven': 221.89, 'electronic kettle': 212.54, 'stove': 225.51}",[],cabinet door,{},Container 5: cabinet door below the countertop
3104,6,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[2140, 1815], [2143, 2011], [2448, 1950], [2436, 1869]]",drawer,0.398,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,0.636,196.0,308.0,"{""above"": 3110, ""below"": null, ""left"": null, ""right"": 3108, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""oven"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.2656, 'oven': 0.2408, 'electronic kettle': 0.2675, 'stove': 0.249}","{'sink': 182.15, 'oven': 186.85, 'electronic kettle': 178.78, 'stove': 193.16}",[],drawer,{},"Container 6: drawer below the countertop, located below the oven."
3105,7,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[685, 1738], [332, 1746], [326, 1819], [675, 1803]]",cabinet door,0.318,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,0.226,81.0,359.0,"{""above"": null, ""below"": 3113, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""sink""}","{'sink': 0.0767, 'oven': 0.1014, 'electronic kettle': 0.0795, 'stove': 0.1028}","{'sink': 11.82, 'oven': 358.26, 'electronic kettle': 23.26, 'stove': 342.44}",[],cabinet door,"{'sink': 2, 'oven': 1, 'stove': 1}","Container 7: cabinet door below the countertop, located at the top-left of the sink."
3106,8,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[173, 1085], [171, 1455], [400, 1456], [430, 1113]]",drawer,0.356,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",above,1.432,371.0,259.0,"{""above"": null, ""below"": null, ""left"": 3111, ""right"": 3107, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.1599, 'oven': 0.1688, 'electronic kettle': 0.1697, 'stove': 0.1523}","{'sink': 43.87, 'oven': 33.03, 'electronic kettle': 48.17, 'stove': 24.88}",[],drawer,{},Container 8: drawer above the countertop
3107,9,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[443, 1109], [451, 1458], [676, 1473], [675, 1129]]",cabinet door,0.308,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",above,1.562,364.0,233.0,"{""above"": null, ""below"": null, ""left"": 3106, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.1256, 'oven': 0.1271, 'electronic kettle': 0.1384, 'stove': 0.1065}","{'sink': 59.24, 'oven': 44.56, 'electronic kettle': 63.29, 'stove': 35.08}",[],cabinet door,{'stove': 2},Container 9: cabinet door above the countertop
3108,10,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[2470, 1784], [2479, 1862], [2706, 1893], [2696, 1813]]",drawer,0.323,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,0.462,109.0,236.0,"{""above"": null, ""below"": null, ""left"": 3110, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 3104, ""bottom_right"": null}","{""above"": ""oven"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.3218, 'oven': 0.2958, 'electronic kettle': 0.3244, 'stove': 0.3019}","{'sink': 179.29, 'oven': 182.86, 'electronic kettle': 176.52, 'stove': 188.14}",[],drawer,{},"Container 10: drawer below the countertop, located below the oven."
3109,11,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[1888, 1842], [1253, 1914], [1261, 2663], [1740, 2520], [1710, 2108], [1887, 2052]]",drawer,0.329,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,1.293,821.0,635.0,"{""above"": 3114, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 3103}","{""above"": null, ""below"": null, ""left"": ""electronic kettle"", ""right"": null, ""top_left"": ""oven"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.1512, 'oven': 0.1377, 'electronic kettle': 0.1475, 'stove': 0.1582}","{'sink': 204.1, 'oven': 215.78, 'electronic kettle': 198.21, 'stove': 223.31}",[],drawer,{},"Container 11: drawer below the countertop, located to the right of the electronic kettle, and at the bottom-right of the oven."
3110,12,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[2139, 1734], [2145, 1802], [2440, 1846], [2431, 1775]]",drawer,0.36,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,0.372,112.0,301.0,"{""above"": null, ""below"": 3104, ""left"": null, ""right"": 3108, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""oven"", ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.2651, 'oven': 0.2386, 'electronic kettle': 0.2684, 'stove': 0.2442}","{'sink': 177.13, 'oven': 181.32, 'electronic kettle': 173.81, 'stove': 187.87}",[],drawer,{},"Container 12: drawer below the countertop, located at the bottom-left of the oven."
3111,13,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[108, 1076], [91, 1378], [129, 1462], [163, 1435], [161, 1085]]",drawer,0.307,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",above,5.361,386.0,72.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 3106, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.1824, 'oven': 0.1947, 'electronic kettle': 0.1906, 'stove': 0.1803}","{'sink': 36.66, 'oven': 27.57, 'electronic kettle': 40.81, 'stove': 20.17}",[],drawer,{},Container 13: drawer above the countertop
3112,14,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[680, 1732], [326, 1749], [330, 2198], [686, 2147]]",drawer,0.341,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,1.294,466.0,360.0,"{""above"": 3113, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""electronic kettle"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.0771, 'oven': 0.1079, 'electronic kettle': 0.0729, 'stove': 0.1176}","{'sink': 346.07, 'oven': 339.73, 'electronic kettle': 357.72, 'stove': 326.27}",[],drawer,{'electronic kettle': 1},"Container 14: drawer below the countertop, located to the left of the electronic kettle."
3113,15,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[683, 1815], [330, 1833], [330, 2007], [684, 1971]]",drawer,0.323,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,0.542,192.0,354.0,"{""above"": 3105, ""below"": 3112, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""electronic kettle"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.0752, 'oven': 0.1047, 'electronic kettle': 0.0729, 'stove': 0.1124}","{'sink': 353.09, 'oven': 344.58, 'electronic kettle': 5.21, 'stove': 330.25}",[],drawer,"{'sink': 1, 'oven': 2, 'electronic kettle': 2}","Container 15: drawer below the countertop, located to the left of the electronic kettle."
3114,16,images/kitchen/16_segmented_sun_aitugazcpdxlcexr.jpg,"[[1855, 1702], [1857, 1750], [1951, 1776], [1962, 1771], [1959, 1707]]",cabinet door,0.307,"[[0, 1732], [4368, 1732], [4368, 2912], [0, 2912]]",below,0.692,74.0,107.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'sink': 0.1952, 'oven': 0.1677, 'electronic kettle': 0.1997, 'stove': 0.1727}","{'sink': 173.4, 'oven': 178.75, 'electronic kettle': 169.0, 'stove': 188.08}",[],cabinet door,{},Container 16: cabinet door below the countertop
3166,1,images/kitchen/6_segmented_sun_ahypekanudpaloax.jpg,"[[451, 0], [445, 198], [594, 205], [602, 0]]",cabinet door,0.51,"[[0, 542], [1280, 542], [1280, 960], [0, 960]]",above,1.306,205.0,157.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 3168, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'refrigerator': 0.2925},{'refrigerator': 57.92},[],cabinet door,{},Container 1: cabinet door above the countertop
3167,2,images/kitchen/6_segmented_sun_ahypekanudpaloax.jpg,"[[29, 0], [33, 180], [202, 188], [202, 0]]",cabinet door,0.549,"[[0, 542], [1280, 542], [1280, 960], [0, 960]]",above,1.087,188.0,173.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'refrigerator': 0.4814},{'refrigerator': 31.75},[],cabinet door,{},Container 2: cabinet door above the countertop
3168,3,images/kitchen/6_segmented_sun_ahypekanudpaloax.jpg,"[[606, 0], [604, 125], [762, 123], [766, 0]]",cabinet door,0.447,"[[0, 542], [1280, 542], [1280, 960], [0, 960]]",above,0.772,125.0,162.0,"{""above"": null, ""below"": null, ""left"": 3166, ""right"": 3170, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'refrigerator': 0.2774},{'refrigerator': 78.7},[],cabinet door,{},Container 3: cabinet door above the countertop
3169,4,images/kitchen/6_segmented_sun_ahypekanudpaloax.jpg,"[[587, 622], [391, 628], [388, 708], [582, 700]]",drawer,0.308,"[[0, 542], [1280, 542], [1280, 960], [0, 960]]",below,0.432,86.0,199.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'refrigerator': 0.2063},{'refrigerator': 329.55},[],drawer,{'refrigerator': 1},Container 4: drawer below the countertop
3170,5,images/kitchen/6_segmented_sun_ahypekanudpaloax.jpg,"[[770, 0], [765, 124], [886, 133], [896, 0]]",cabinet door,0.343,"[[0, 542], [1280, 542], [1280, 960], [0, 960]]",above,1.015,133.0,131.0,"{""above"": null, ""below"": null, ""left"": 3168, ""right"": 3171, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'refrigerator': 0.273},{'refrigerator': 97.6},[],cabinet door,{'refrigerator': 2},Container 5: cabinet door above the countertop
3171,6,images/kitchen/6_segmented_sun_ahypekanudpaloax.jpg,"[[900, 0], [892, 132], [954, 138], [966, 0]]",cabinet door,0.314,"[[0, 542], [1280, 542], [1280, 960], [0, 960]]",above,1.865,138.0,74.0,"{""above"": null, ""below"": null, ""left"": 3170, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}",{'refrigerator': 0.2858},{'refrigerator': 110.01},[],cabinet door,{},Container 6: cabinet door above the countertop
3427,1,images/kitchen/10_segmented_sun_atasereewkeozahn.jpg,"[[356, 29], [290, 38], [289, 165], [359, 165]]",cabinet door,0.447,"[[0, 226], [512, 226], [512, 388], [0, 388]]",above,1.943,136.0,70.0,"{""above"": null, ""below"": null, ""left"": 3428, ""right"": 3429, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""stove"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""sink"", ""bottom_right"": null}","{'toaster': 0.205, 'microwave': 0.4271, 'coffee machine': 0.2498, 'electronic kettle': 0.1893, 'dishwasher': 0.1816, 'stove': 0.392, 'dish': 0.3227, 'oven': 0.3056, 'sink': 0.3817}","{'toaster': 101.86, 'microwave': 157.6, 'coffee machine': 132.75, 'electronic kettle': 83.15, 'dishwasher': 82.86, 'stove': 133.63, 'dish': 98.53, 'oven': 135.64, 'sink': 151.37}",[],cabinet door,"{'electronic kettle': 1, 'dishwasher': 1}","Container 1: cabinet door above the countertop, located above the stove, and at the top-right of the sink."
3428,2,images/kitchen/10_segmented_sun_atasereewkeozahn.jpg,"[[283, 37], [230, 45], [231, 166], [286, 159]]",cabinet door,0.43,"[[0, 226], [512, 226], [512, 388], [0, 388]]",above,2.304,129.0,56.0,"{""above"": null, ""below"": null, ""left"": 3430, ""right"": 3427, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""sink"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""coffee machine"", ""bottom_right"": null}","{'toaster': 0.2059, 'microwave': 0.3326, 'coffee machine': 0.1916, 'electronic kettle': 0.2227, 'dishwasher': 0.2163, 'stove': 0.3262, 'dish': 0.32, 'oven': 0.2396, 'sink': 0.2932}","{'toaster': 72.88, 'microwave': 151.47, 'coffee machine': 110.42, 'electronic kettle': 55.75, 'dishwasher': 54.59, 'stove': 120.94, 'dish': 80.13, 'oven': 118.88, 'sink': 142.39}",[],cabinet door,{},"Container 2: cabinet door above the countertop, located above the sink, and at the top-right of the coffee machine."
3429,3,images/kitchen/10_segmented_sun_atasereewkeozahn.jpg,"[[485, 26], [367, 27], [365, 166], [478, 161]]",cabinet door,0.368,"[[0, 226], [512, 226], [512, 388], [0, 388]]",above,1.167,140.0,120.0,"{""above"": null, ""below"": null, ""left"": 3427, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""stove"", ""bottom_right"": null}","{'toaster': 0.2868, 'microwave': 0.5764, 'coffee machine': 0.3771, 'electronic kettle': 0.236, 'dishwasher': 0.2296, 'stove': 0.5159, 'dish': 0.3843, 'oven': 0.4345, 'sink': 0.5263}","{'toaster': 133.72, 'microwave': 162.91, 'coffee machine': 149.73, 'electronic kettle': 124.45, 'dishwasher': 125.55, 'stove': 145.76, 'dish': 122.05, 'oven': 149.54, 'sink': 158.9}",[],cabinet door,{},"Container 3: cabinet door above the countertop, located at the top-right of the stove."
3430,4,images/kitchen/10_segmented_sun_atasereewkeozahn.jpg,"[[219, 44], [177, 49], [177, 128], [222, 127]]",cabinet door,0.365,"[[0, 226], [512, 226], [512, 388], [0, 388]]",above,1.867,84.0,45.0,"{""above"": null, ""below"": null, ""left"": 3436, ""right"": 3428, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'toaster': 0.2672, 'microwave': 0.2708, 'coffee machine': 0.204, 'electronic kettle': 0.2997, 'dishwasher': 0.2944, 'stove': 0.3122, 'dish': 0.3685, 'oven': 0.234, 'sink': 0.2462}","{'toaster': 55.31, 'microwave': 137.83, 'coffee machine': 83.07, 'electronic kettle': 43.68, 'dishwasher': 42.59, 'stove': 104.14, 'dish': 66.6, 'oven': 95.95, 'sink': 124.89}",[],cabinet door,{},Container 4: cabinet door above the countertop
3431,5,images/kitchen/10_segmented_sun_atasereewkeozahn.jpg,"[[91, 56], [63, 60], [69, 161], [96, 156]]",cabinet door,0.337,"[[0, 226], [512, 226], [512, 388], [0, 388]]",above,3.182,105.0,33.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'toaster': 0.3855, 'microwave': 0.1495, 'coffee machine': 0.2697, 'electronic kettle': 0.438, 'dishwasher': 0.435, 'stove': 0.2909, 'dish': 0.4506, 'oven': 0.2565, 'sink': 0.1746}","{'toaster': 28.96, 'microwave': 95.95, 'coffee machine': 38.92, 'electronic kettle': 23.4, 'dishwasher': 22.46, 'stove': 68.0, 'dish': 42.62, 'oven': 51.12, 'sink': 75.26}",[],cabinet door,"{'microwave': 2, 'sink': 2}","Container 5: cabinet door above the countertop, located above the microwave."
3432,6,images/kitchen/10_segmented_sun_atasereewkeozahn.jpg,"[[200, 257], [200, 320], [239, 330], [240, 261]]",drawer,0.38,"[[0, 226], [512, 226], [512, 388], [0, 388]]",below,1.825,73.0,40.0,"{""above"": 3433, ""below"": 3434, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""coffee machine"", ""below"": null, ""left"": ""stove"", ""right"": ""dish"", ""top_left"": ""oven"", ""top_right"": ""sink"", ""bottom_left"": null, ""bottom_right"": null}","{'toaster': 0.1553, 'microwave': 0.2708, 'coffee machine': 0.1169, 'electronic kettle': 0.2155, 'dishwasher': 0.2197, 'stove': 0.1102, 'dish': 0.1152, 'oven': 0.1035, 'sink': 0.2094}","{'toaster': 320.21, 'microwave': 210.46, 'coffee machine': 266.03, 'electronic kettle': 328.66, 'dishwasher': 326.93, 'stove': 188.53, 'dish': 9.53, 'oven': 236.61, 'sink': 214.04}",[],drawer,"{'toaster': 2, 'coffee machine': 2, 'stove': 2, 'dish': 1, 'oven': 2}","Container 6: drawer below the countertop, located below the coffee machine, to the right of the stove, to the left of the dish, at the bottom-right of the oven, and at the bottom-left of the sink."
3433,7,images/kitchen/10_segmented_sun_atasereewkeozahn.jpg,"[[202, 266], [204, 293], [237, 297], [236, 269]]",drawer,0.375,"[[0, 226], [512, 226], [512, 388], [0, 388]]",below,0.886,31.0,35.0,"{""above"": null, ""below"": 3434, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""oven"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'toaster': 0.1452, 'microwave': 0.2627, 'coffee machine': 0.1002, 'electronic kettle': 0.2073, 'dishwasher': 0.211, 'stove': 0.109, 'dish': 0.1191, 'oven': 0.09, 'sink': 0.2005}","{'toaster': 325.29, 'microwave': 207.32, 'coffee machine': 265.37, 'electronic kettle': 332.62, 'dishwasher': 330.74, 'stove': 179.8, 'dish': 17.49, 'oven': 230.73, 'sink': 210.07}",[],drawer,"{'toaster': 1, 'coffee machine': 1, 'electronic kettle': 2, 'dishwasher': 2, 'stove': 1, 'oven': 1}","Container 7: drawer below the countertop, located at the bottom-right of the oven."
3434,8,images/kitchen/10_segmented_sun_atasereewkeozahn.jpg,"[[202, 296], [201, 321], [237, 329], [236, 299]]",drawer,0.323,"[[0, 226], [512, 226], [512, 388], [0, 388]]",below,0.917,33.0,36.0,"{""above"": 3432, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'toaster': 0.1768, 'microwave': 0.2862, 'coffee machine': 0.1467, 'electronic kettle': 0.2334, 'dishwasher': 0.2382, 'stove': 0.1173, 'dish': 0.1153, 'oven': 0.129, 'sink': 0.2266}","{'toaster': 312.97, 'microwave': 215.76, 'coffee machine': 267.3, 'electronic kettle': 322.52, 'dishwasher': 321.03, 'stove': 203.25, 'dish': 354.58, 'oven': 244.39, 'sink': 220.49}",[],drawer,{'dish': 2},Container 8: drawer below the countertop
3435,9,images/kitchen/10_segmented_sun_atasereewkeozahn.jpg,"[[87, 252], [60, 258], [61, 284], [88, 275]]",drawer,0.33,"[[0, 226], [512, 226], [512, 388], [0, 388]]",below,1.143,32.0,28.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'toaster': 0.3516, 'microwave': 0.099, 'coffee machine': 0.2323, 'electronic kettle': 0.4175, 'dishwasher': 0.4189, 'stove': 0.12, 'dish': 0.3454, 'oven': 0.1765, 'sink': 0.0951}","{'toaster': 350.03, 'microwave': 266.21, 'coffee machine': 340.37, 'electronic kettle': 349.85, 'dishwasher': 348.8, 'stove': 10.65, 'dish': 9.6, 'oven': 344.27, 'sink': 304.15}",[],drawer,"{'microwave': 1, 'sink': 1}",Container 9: drawer below the countertop
3436,10,images/kitchen/10_segmented_sun_atasereewkeozahn.jpg,"[[171, 49], [133, 56], [136, 130], [173, 127]]",cabinet door,0.311,"[[0, 226], [512, 226], [512, 388], [0, 388]]",above,2.025,81.0,40.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 3430, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'toaster': 0.3092, 'microwave': 0.219, 'coffee machine': 0.219, 'electronic kettle': 0.3512, 'dishwasher': 0.3468, 'stove': 0.2974, 'dish': 0.3973, 'oven': 0.232, 'sink': 0.2086}","{'toaster': 43.87, 'microwave': 126.37, 'coffee machine': 64.16, 'electronic kettle': 35.03, 'dishwasher': 33.98, 'stove': 91.05, 'dish': 56.87, 'oven': 78.42, 'sink': 109.61}",[],cabinet door,{},Container 10: cabinet door above the countertop
