id,short_id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,distance_from_anchors,angle_from_anchors,similar_neighbors,updated_label,most_close_to_anchors,description
2140,13,images/kitchen/16_segmented_sun_alqafgyfzsctxwtt.jpg,"[[743, 152], [702, 163], [705, 251], [746, 250]]",cabinet door,0.439,"[[0, 358], [1024, 358], [1024, 685], [0, 685]]",above,2.25,99.0,44.0,"{""above"": null, ""below"": null, ""left"": 2138, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.2799, 'refrigerator': 0.239, 'oven': 0.1736, 'microwave': 0.1703}","{'stove': 152.05, 'refrigerator': 42.38, 'oven': 43.86, 'microwave': 42.78}",[],cabinet door,{},"Container id 13, is a ""cabinet door"" above the countertop."
2141,14,images/kitchen/16_segmented_sun_alqafgyfzsctxwtt.jpg,"[[859, 161], [826, 168], [830, 293], [865, 290]]",cabinet door,0.434,"[[0, 358], [1024, 358], [1024, 685], [0, 685]]",above,3.385,132.0,39.0,"{""above"": null, ""below"": null, ""left"": 2137, ""right"": null, ""top_left"": null, ""top_right"": 2129, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.3631, 'refrigerator': 0.1619, 'oven': 0.1043, 'microwave': 0.0998}","{'stove': 162.08, 'refrigerator': 61.06, 'oven': 75.04, 'microwave': 74.44}",[],cabinet door,"{'refrigerator': 1, 'oven': 1, 'microwave': 1}","Container id 14, is a ""cabinet door"" above the countertop. Additionally, it is the closest to the refrigerator, the closest to the oven, and the closest to the microwave."
2142,15,images/kitchen/16_segmented_sun_alqafgyfzsctxwtt.jpg,"[[387, 387], [310, 392], [309, 419], [336, 418], [331, 414], [334, 402], [386, 398]]",drawer,0.327,"[[0, 358], [1024, 358], [1024, 685], [0, 685]]",below,0.41,32.0,78.0,"{""above"": null, ""below"": null, ""left"": 2139, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""stove"", ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.0703, 'refrigerator': 0.4867, 'oven': 0.4374, 'microwave': 0.4377}","{'stove': 333.49, 'refrigerator': 359.83, 'oven': 354.45, 'microwave': 353.85}",[],drawer,{'stove': 1},"Container id 15, is a ""drawer"" below the countertop. Additionally, it is the closest to the stove."
2143,16,images/kitchen/16_segmented_sun_alqafgyfzsctxwtt.jpg,"[[508, 162], [506, 194], [520, 209], [509, 221], [507, 294], [555, 294], [554, 169]]",cabinet door,0.368,"[[0, 358], [1024, 358], [1024, 685], [0, 685]]",above,2.694,132.0,49.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 2135, ""top_left"": null, ""top_right"": null, ""bottom_left"": 2133, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.1446, 'refrigerator': 0.3707, 'oven': 0.3077, 'microwave': 0.306}","{'stove': 125.44, 'refrigerator': 23.5, 'oven': 20.34, 'microwave': 19.54}",[],cabinet door,{},"Container id 16, is a ""cabinet door"" above the countertop."
2309,1,images/kitchen/5_segmented_sun_aawsixgpgwqanatu.jpg,"[[234, 109], [169, 114], [169, 219], [233, 208]]",cabinet door,0.48,"[[0, 56], [256, 56], [256, 256], [0, 256]]",below,1.692,110.0,65.0,"{""above"": 2311, ""below"": null, ""left"": null, ""right"": 2313, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""oven"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.228, 'sink': 0.3013, 'dishwasher': 0.228}","{'oven': 181.91, 'sink': 278.97, 'dishwasher': 181.91}",[],cabinet door,"{'oven': 1, 'dishwasher': 1}","Container id 1, is a ""cabinet door"" below the countertop. Additionally, it is the closest to the oven, and the closest to the dishwasher."
2310,2,images/kitchen/5_segmented_sun_aawsixgpgwqanatu.jpg,"[[67, 124], [1, 125], [1, 254], [67, 245]]",cabinet door,0.497,"[[0, 56], [256, 56], [256, 256], [0, 256]]",below,1.97,130.0,66.0,"{""above"": 2312, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""oven"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.2459, 'sink': 0.6265, 'dishwasher': 0.2459}","{'oven': 342.18, 'sink': 324.33, 'dishwasher': 342.18}",[],cabinet door,"{'oven': 2, 'dishwasher': 2}","Container id 2, is a ""cabinet door"" below the countertop. Additionally, it is the 2nd closest to the oven, and the 2nd closest to the dishwasher."
2311,3,images/kitchen/5_segmented_sun_aawsixgpgwqanatu.jpg,"[[255, 81], [172, 85], [169, 108], [255, 101]]",drawer,0.464,"[[0, 56], [256, 56], [256, 256], [0, 256]]",below,0.314,27.0,86.0,"{""above"": null, ""below"": 2309, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""sink"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.3172, 'sink': 0.1088, 'dishwasher': 0.3172}","{'oven': 144.93, 'sink': 278.03, 'dishwasher': 144.93}",[],drawer,{'sink': 1},"Container id 3, is a ""drawer"" below the countertop. Additionally, it is the closest to the sink."
2312,4,images/kitchen/5_segmented_sun_aawsixgpgwqanatu.jpg,"[[68, 94], [0, 98], [0, 122], [68, 117]]",drawer,0.428,"[[0, 56], [256, 56], [256, 256], [0, 256]]",below,0.412,28.0,68.0,"{""above"": null, ""below"": 2310, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.2746, 'sink': 0.5296, 'dishwasher': 0.2746}","{'oven': 31.53, 'sink': 343.95, 'dishwasher': 31.53}",[],drawer,{},"Container id 4, is a ""drawer"" below the countertop."
2313,5,images/kitchen/5_segmented_sun_aawsixgpgwqanatu.jpg,"[[253, 106], [236, 113], [236, 208], [255, 205]]",cabinet door,0.44,"[[0, 56], [256, 56], [256, 256], [0, 256]]",below,5.368,102.0,19.0,"{""above"": null, ""below"": null, ""left"": 2309, ""right"": null, ""top_left"": 2311, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'oven': 0.3488, 'sink': 0.2946, 'dishwasher': 0.3488}","{'oven': 179.21, 'sink': 255.48, 'dishwasher': 179.21}",[],cabinet door,{'sink': 2},"Container id 5, is a ""cabinet door"" below the countertop. Additionally, it is the 2nd closest to the sink."
2465,1,images/kitchen/2_segmented_sun_aqrobmkgpethsrfm.jpg,"[[104, 123], [106, 156], [139, 141], [139, 123]]",cabinet door,0.317,,,0.943,33.0,35.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""coffee machine"", ""bottom_left"": null, ""bottom_right"": ""dishwasher""}","{'coffee machine': 0.0937, 'dishwasher': 0.0161}","{'coffee machine': 304.49, 'dishwasher': 33.92}",[],cabinet door,"{'coffee machine': 1, 'dishwasher': 1}","Container id 1, is a ""cabinet door"" nan the countertop. Additionally, it is the closest to the coffee machine, and the closest to the dishwasher."
2466,2,images/kitchen/2_segmented_sun_aqrobmkgpethsrfm.jpg,"[[251, 170], [248, 255], [255, 255], [255, 170]]",cabinet door,0.325,,,12.143,85.0,7.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'coffee machine': 0.4216, 'dishwasher': 0.4015}","{'coffee machine': 223.31, 'dishwasher': 210.37}",[],cabinet door,"{'coffee machine': 2, 'dishwasher': 2}","Container id 2, is a ""cabinet door"" nan the countertop. Additionally, it is the 2nd closest to the coffee machine, and the 2nd closest to the dishwasher."
2481,1,images/kitchen/12_segmented_sun_aglwoufpxbtxqecp.jpg,"[[1141, 63], [1025, 84], [1029, 341], [1144, 337]]",cabinet door,0.403,"[[0, 484], [1200, 484], [1200, 900], [0, 900]]",above,2.336,278.0,119.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 2483, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""coffee machine"", ""bottom_right"": null}","{'refrigerator': 0.324, 'oven': 0.3102, 'stove': 0.6378, 'coffee machine': 0.2641, 'electronic kettle': 0.6319}","{'refrigerator': 114.63, 'oven': 115.15, 'stove': 153.37, 'coffee machine': 129.62, 'electronic kettle': 163.28}",[],cabinet door,{},"Container id 1, is a ""cabinet door"" above the countertop."
2482,2,images/kitchen/12_segmented_sun_aglwoufpxbtxqecp.jpg,"[[832, 82], [753, 97], [753, 256], [832, 248]]",cabinet door,0.38,"[[0, 484], [1200, 484], [1200, 900], [0, 900]]",above,2.203,174.0,79.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 2488, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3237, 'oven': 0.3109, 'stove': 0.4864, 'coffee machine': 0.2287, 'electronic kettle': 0.4589}","{'refrigerator': 79.36, 'oven': 78.31, 'stove': 140.49, 'coffee machine': 83.36, 'electronic kettle': 153.4}",[],cabinet door,{},"Container id 2, is a ""cabinet door"" above the countertop."
2483,3,images/kitchen/12_segmented_sun_aglwoufpxbtxqecp.jpg,"[[1199, 52], [1147, 67], [1150, 341], [1199, 342]]",cabinet door,0.363,"[[0, 484], [1200, 484], [1200, 900], [0, 900]]",above,5.577,290.0,52.0,"{""above"": null, ""below"": null, ""left"": 2481, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3561, 'oven': 0.3429, 'stove': 0.6929, 'coffee machine': 0.3079, 'electronic kettle': 0.69}","{'refrigerator': 123.08, 'oven': 123.88, 'stove': 155.29, 'coffee machine': 137.69, 'electronic kettle': 164.39}",[],cabinet door,{},"Container id 3, is a ""cabinet door"" above the countertop."
2484,4,images/kitchen/12_segmented_sun_aglwoufpxbtxqecp.jpg,"[[1058, 645], [1039, 667], [1036, 691], [1068, 700], [1074, 649]]",cabinet door,0.369,"[[0, 484], [1200, 484], [1200, 900], [0, 900]]",below,1.447,55.0,38.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": 2485, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1162, 'oven': 0.1156, 'stove': 0.5508, 'coffee machine': 0.1825, 'electronic kettle': 0.5991}","{'refrigerator': 187.39, 'oven': 194.32, 'stove': 182.46, 'coffee machine': 215.5, 'electronic kettle': 192.3}",[],cabinet door,{},"Container id 4, is a ""cabinet door"" below the countertop."
2485,5,images/kitchen/12_segmented_sun_aglwoufpxbtxqecp.jpg,"[[957, 557], [956, 671], [1015, 687], [1027, 640], [1076, 626], [1075, 577]]",drawer,0.375,"[[0, 484], [1200, 484], [1200, 900], [0, 900]]",below,1.083,130.0,120.0,"{""above"": 2487, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 2484}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""coffee machine"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.0915, 'oven': 0.0871, 'stove': 0.5254, 'coffee machine': 0.1455, 'electronic kettle': 0.569}","{'refrigerator': 170.91, 'oven': 179.49, 'stove': 179.37, 'coffee machine': 211.77, 'electronic kettle': 189.94}",[],drawer,"{'refrigerator': 1, 'oven': 1, 'coffee machine': 2}","Container id 5, is a ""drawer"" below the countertop. Additionally, it is the closest to the refrigerator, the closest to the oven, and the 2nd closest to the coffee machine."
2486,6,images/kitchen/12_segmented_sun_aglwoufpxbtxqecp.jpg,"[[442, 491], [330, 498], [326, 540], [440, 533]]",drawer,0.373,"[[0, 484], [1200, 484], [1200, 900], [0, 900]]",below,0.422,49.0,116.0,"{""above"": null, ""below"": 2489, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3434, 'oven': 0.3432, 'stove': 0.1304, 'coffee machine': 0.2984, 'electronic kettle': 0.1405}","{'refrigerator': 14.91, 'oven': 12.57, 'stove': 142.36, 'coffee machine': 359.48, 'electronic kettle': 189.98}",[],drawer,"{'stove': 2, 'electronic kettle': 1}","Container id 6, is a ""drawer"" below the countertop. Additionally, it is the 2nd closest to the stove, and the closest to the electronic kettle."
2487,7,images/kitchen/12_segmented_sun_aglwoufpxbtxqecp.jpg,"[[955, 509], [957, 555], [1076, 572], [1075, 523]]",cabinet door,0.384,"[[0, 484], [1200, 484], [1200, 900], [0, 900]]",below,0.521,63.0,121.0,"{""above"": null, ""below"": 2485, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1146, 'oven': 0.1039, 'stove': 0.528, 'coffee machine': 0.1239, 'electronic kettle': 0.5606}","{'refrigerator': 140.97, 'oven': 145.72, 'stove': 173.09, 'coffee machine': 188.77, 'electronic kettle': 184.14}",[],cabinet door,"{'refrigerator': 2, 'oven': 2, 'coffee machine': 1}","Container id 7, is a ""cabinet door"" below the countertop. Additionally, it is the 2nd closest to the refrigerator, the 2nd closest to the oven, and the closest to the coffee machine."
2488,8,images/kitchen/12_segmented_sun_aglwoufpxbtxqecp.jpg,"[[921, 66], [834, 82], [836, 247], [924, 243]]",drawer,0.301,"[[0, 484], [1200, 484], [1200, 900], [0, 900]]",above,2.011,181.0,90.0,"{""above"": null, ""below"": null, ""left"": 2482, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3257, 'oven': 0.312, 'stove': 0.5365, 'coffee machine': 0.2367, 'electronic kettle': 0.514}","{'refrigerator': 89.6, 'oven': 88.99, 'stove': 143.78, 'coffee machine': 97.54, 'electronic kettle': 155.52}",[],drawer,{},"Container id 8, is a ""drawer"" above the countertop."
2489,9,images/kitchen/12_segmented_sun_aglwoufpxbtxqecp.jpg,"[[443, 537], [326, 542], [324, 582], [362, 568], [441, 563]]",drawer,0.303,"[[0, 484], [1200, 484], [1200, 900], [0, 900]]",below,0.378,45.0,119.0,"{""above"": 2486, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3406, 'oven': 0.3417, 'stove': 0.1121, 'coffee machine': 0.3036, 'electronic kettle': 0.1448}","{'refrigerator': 10.1, 'oven': 7.75, 'stove': 152.89, 'coffee machine': 354.08, 'electronic kettle': 201.44}",[],drawer,"{'stove': 1, 'electronic kettle': 2}","Container id 9, is a ""drawer"" below the countertop. Additionally, it is the closest to the stove, and the 2nd closest to the electronic kettle."
2490,10,images/kitchen/12_segmented_sun_aglwoufpxbtxqecp.jpg,"[[1198, 723], [1198, 725], [1197, 726], [1197, 728], [1198, 729], [1199, 729], [1199, 723]]",drawer,0.333,"[[0, 484], [1200, 484], [1200, 900], [0, 900]]",below,3.0,6.0,2.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2169, 'oven': 0.2175, 'stove': 0.6485, 'coffee machine': 0.2828, 'electronic kettle': 0.7003}","{'refrigerator': 193.9, 'oven': 197.6, 'stove': 185.38, 'coffee machine': 210.41, 'electronic kettle': 193.61}",[],drawer,{},"Container id 10, is a ""drawer"" below the countertop."
2491,11,images/kitchen/12_segmented_sun_aglwoufpxbtxqecp.jpg,"[[1090, 692], [1089, 692], [1089, 693], [1087, 695], [1088, 700], [1089, 700], [1089, 699], [1090, 698]]",cabinet door,0.312,"[[0, 484], [1200, 484], [1200, 900], [0, 900]]",below,2.667,8.0,3.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1415, 'oven': 0.1421, 'stove': 0.5743, 'coffee machine': 0.2108, 'electronic kettle': 0.6249}","{'refrigerator': 193.11, 'oven': 198.77, 'stove': 184.07, 'coffee machine': 215.73, 'electronic kettle': 193.39}",[],cabinet door,{},"Container id 11, is a ""cabinet door"" below the countertop."
2492,12,images/kitchen/12_segmented_sun_aglwoufpxbtxqecp.jpg,"[[1155, 666], [1147, 717], [1170, 725], [1175, 678], [1166, 667]]",drawer,0.324,"[[0, 484], [1200, 484], [1200, 900], [0, 900]]",below,2.107,59.0,28.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.1891, 'oven': 0.1885, 'stove': 0.6231, 'coffee machine': 0.2506, 'electronic kettle': 0.672}","{'refrigerator': 188.64, 'oven': 192.9, 'stove': 183.41, 'coffee machine': 208.47, 'electronic kettle': 192.12}",[],drawer,{},"Container id 12, is a ""drawer"" below the countertop."
2566,1,images/kitchen/11_segmented_sun_andzglcqubvbzfhz.jpg,"[[496, 92], [471, 105], [472, 218], [517, 220], [519, 96]]",cabinet door,0.395,"[[0, 293], [700, 293], [700, 463], [0, 463]]",above,2.667,128.0,48.0,"{""above"": null, ""below"": null, ""left"": 2567, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.3271, 'refrigerator': 0.3915, 'toaster': 0.5381, 'microwave': 0.497, 'coffee machine': 0.2182, 'oven': 0.4642, 'dish drying rack': 0.4603, 'sink': 0.4548, 'oven stove': 0.4435}","{'dishwasher': 76.41, 'refrigerator': 155.08, 'toaster': 158.44, 'microwave': 188.99, 'coffee machine': 51.38, 'oven': 133.88, 'dish drying rack': 134.34, 'sink': 134.81, 'oven stove': 135.78}",[],cabinet door,{'coffee machine': 1},"Container id 1, is a ""cabinet door"" above the countertop. Additionally, it is the closest to the coffee machine."
2567,2,images/kitchen/11_segmented_sun_andzglcqubvbzfhz.jpg,"[[467, 95], [447, 110], [451, 221], [470, 214]]",cabinet door,0.377,"[[0, 293], [700, 293], [700, 463], [0, 463]]",above,5.478,126.0,23.0,"{""above"": null, ""below"": null, ""left"": 2569, ""right"": 2566, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.3245, 'refrigerator': 0.3454, 'toaster': 0.4919, 'microwave': 0.4575, 'coffee machine': 0.2364, 'oven': 0.4228, 'dish drying rack': 0.4188, 'sink': 0.4131, 'oven stove': 0.4015}","{'dishwasher': 68.29, 'refrigerator': 154.54, 'toaster': 158.38, 'microwave': 191.87, 'coffee machine': 40.66, 'oven': 131.2, 'dish drying rack': 131.68, 'sink': 132.17, 'oven stove': 133.17}",[],cabinet door,{},"Container id 2, is a ""cabinet door"" above the countertop."
2568,3,images/kitchen/11_segmented_sun_andzglcqubvbzfhz.jpg,"[[429, 352], [427, 455], [456, 462], [457, 367]]",cabinet door,0.412,"[[0, 293], [700, 293], [700, 463], [0, 463]]",below,3.667,110.0,30.0,"{""above"": 2574, ""below"": null, ""left"": 2572, ""right"": 2571, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""dishwasher"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.1398, 'refrigerator': 0.3276, 'toaster': 0.4526, 'microwave': 0.5796, 'coffee machine': 0.2449, 'oven': 0.2597, 'dish drying rack': 0.2594, 'sink': 0.2578, 'oven stove': 0.2551}","{'dishwasher': 1.95, 'refrigerator': 206.89, 'toaster': 194.78, 'microwave': 222.4, 'coffee machine': 324.37, 'oven': 175.26, 'dish drying rack': 176.44, 'sink': 177.88, 'oven stove': 180.86}",[],cabinet door,{'dishwasher': 2},"Container id 3, is a ""cabinet door"" below the countertop. Additionally, it is the 2nd closest to the dishwasher."
2569,4,images/kitchen/11_segmented_sun_andzglcqubvbzfhz.jpg,"[[445, 112], [429, 123], [432, 224], [447, 220]]",cabinet door,0.393,"[[0, 293], [700, 293], [700, 463], [0, 463]]",above,6.222,112.0,18.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 2567, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.3238, 'refrigerator': 0.3184, 'toaster': 0.4649, 'microwave': 0.4363, 'coffee machine': 0.2486, 'oven': 0.3981, 'dish drying rack': 0.394, 'sink': 0.3883, 'oven stove': 0.3765}","{'dishwasher': 63.51, 'refrigerator': 154.54, 'toaster': 158.6, 'microwave': 194.03, 'coffee machine': 34.95, 'oven': 129.66, 'dish drying rack': 130.15, 'sink': 130.64, 'oven stove': 131.66}",[],cabinet door,{'microwave': 2},"Container id 4, is a ""cabinet door"" above the countertop. Additionally, it is the 2nd closest to the microwave."
2570,5,images/kitchen/11_segmented_sun_andzglcqubvbzfhz.jpg,"[[145, 9], [148, 145], [168, 146], [169, 60]]",cabinet door,0.315,"[[0, 293], [700, 293], [700, 463], [0, 463]]",above,5.708,137.0,24.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""microwave"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.6144, 'refrigerator': 0.2366, 'toaster': 0.2823, 'microwave': 0.0894, 'coffee machine': 0.5884, 'oven': 0.4095, 'dish drying rack': 0.4043, 'sink': 0.3981, 'oven stove': 0.3856}","{'dishwasher': 38.78, 'refrigerator': 78.53, 'toaster': 110.38, 'microwave': 186.89, 'coffee machine': 23.8, 'oven': 78.67, 'dish drying rack': 78.52, 'sink': 78.17, 'oven stove': 77.38}",[],cabinet door,"{'refrigerator': 1, 'toaster': 1, 'microwave': 1}","Container id 5, is a ""cabinet door"" above the countertop. Additionally, it is the closest to the refrigerator, the closest to the toaster, and the closest to the microwave."
2571,6,images/kitchen/11_segmented_sun_andzglcqubvbzfhz.jpg,"[[462, 370], [460, 460], [497, 462], [497, 389]]",cabinet door,0.387,"[[0, 293], [700, 293], [700, 463], [0, 463]]",below,2.486,92.0,37.0,"{""above"": null, ""below"": null, ""left"": 2568, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""dishwasher"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.0963, 'refrigerator': 0.3728, 'toaster': 0.4983, 'microwave': 0.6213, 'coffee machine': 0.2201, 'oven': 0.3028, 'dish drying rack': 0.3027, 'sink': 0.3015, 'oven stove': 0.2993}","{'dishwasher': 354.85, 'refrigerator': 205.68, 'toaster': 194.98, 'microwave': 220.59, 'coffee machine': 314.85, 'oven': 178.48, 'dish drying rack': 179.49, 'sink': 180.74, 'oven stove': 183.3}",[],cabinet door,"{'dishwasher': 1, 'coffee machine': 2}","Container id 6, is a ""cabinet door"" below the countertop. Additionally, it is the closest to the dishwasher, and the 2nd closest to the coffee machine."
2572,7,images/kitchen/11_segmented_sun_andzglcqubvbzfhz.jpg,"[[408, 338], [405, 428], [422, 451], [425, 349]]",cabinet door,0.381,"[[0, 293], [700, 293], [700, 463], [0, 463]]",below,5.65,113.0,20.0,"{""above"": 2575, ""below"": null, ""left"": null, ""right"": 2574, ""top_left"": 2576, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dishwasher': 0.1741, 'refrigerator': 0.2893, 'toaster': 0.416, 'microwave': 0.5416, 'coffee machine': 0.2616, 'oven': 0.2303, 'dish drying rack': 0.2294, 'sink': 0.2272, 'oven stove': 0.2232}","{'dishwasher': 8.46, 'refrigerator': 206.12, 'toaster': 193.14, 'microwave': 223.08, 'coffee machine': 332.25, 'oven': 169.42, 'dish drying rack': 170.73, 'sink': 172.32, 'oven stove': 175.62}",[],cabinet door,"{'oven': 2, 'dish drying rack': 2, 'sink': 2, 'oven stove': 2}","Container id 7, is a ""cabinet door"" below the countertop. Additionally, it is the 2nd closest to the oven, the 2nd closest to the dish drying rack, the 2nd closest to the sink, and the 2nd closest to the oven stove."
